#label	feature	median difference	p-value
cluster id	feature	median diff	Wilcoxon p-value
0	RNA_SERPINH1	2294.5164000000004	5.985838836127689e-24
0	RNA_DEPDC7	18.300000000000004	7.472548995850423e-24
0	RNA_UGP2	593.7455	8.157336530532079e-24
0	RNA_IGF2BP1	3.0390999999999995	1.7215562240194452e-23
0	RNA_GALNT13	12.4129	1.7614275009185853e-23
0	RNA_PSMD7	516.8031999999998	1.979440486018122e-23
0	RNA_ALDH1L2	271.2155	2.05319143199328e-23
0	RNA_BEND6	31.231499999999997	2.9045095299194536e-23
0	RNA_ALPK2	36.6166	3.564741932555871e-23
0	RNA_NRP2	528.3843	4.066864324570192e-23
0	RNA_FNDC3B	817.9136999999998	8.502627022295636e-23
0	RNA_CSMD2	25.8638	8.934765701773479e-23
0	RNA_MMP1	186.628	1.1443857601996486e-22
0	RNA_C1orf198	746.7618000000002	1.2407734853026383e-22
0	RNA_KDELC1	59.22759999999998	1.6311611311772624e-22
0	RNA_NCS1	203.64979999999997	2.280949498343175e-22
0	RNA_SDC1	4388.999599999999	2.504952976771951e-22
0	RNA_PLAU	1078.3456	2.7753214275834297e-22
0	RNA_MTMR2	228.4928000000001	2.9276504232858046e-22
0	RNA_CBX2	238.55600000000004	3.6242261781305917e-22
0	RNA_PAK1IP1	93.90250000000003	3.6728400600448962e-22
0	RNA_CALD1	2586.5834999999997	5.595458317532617e-22
0	RNA_ITGB1	3615.2029999999995	7.1024075972589535e-22
0	RNA_EN1	34.8603	8.323550797761731e-22
0	RNA_PPPDE1	441.69460000000004	1.2580000291033823e-21
0	RNA_KPNA4	528.623	1.9912106048228007e-21
0	RNA_PSAT1	123.64919999999998	2.0982041438782e-21
0	RNA_GMPS	483.8900000000001	2.2497553039760627e-21
0	RNA_LRP12	136.78670000000002	3.2067154905177773e-21
0	RNA_PALM2	17.1526	3.4001683315456984e-21
0	RNA_AADAT	32.88470000000001	3.620819411493477e-21
0	RNA_SLC25A13	163.49260000000004	4.078906871808452e-21
0	RNA_PXDN	1836.8896000000004	6.3914242444486904e-21
0	RNA_C16orf57	243.41539999999998	7.925606052763275e-21
0	RNA_GLT25D1	727.0563999999999	8.489553671244752e-21
0	RNA_TGFBI	1369.7163000000003	9.250568869914158e-21
0	RNA_NRBF2	95.1216	9.655993070817856e-21
0	RNA_SLC16A10	10.228100000000001	1.0794178711869787e-20
0	RNA_LOC285548	2.1437	1.086374746047462e-20
0	RNA_DDX19A	168.87850000000003	1.3141977142400498e-20
0	RNA_GOLT1B	253.42830000000004	1.3657191320525188e-20
0	RNA_MYO1E	351.7442	1.4192369357668902e-20
0	RNA_CLTCL1	26.0282	1.6199434989011496e-20
0	RNA_TEX10	111.3245	1.676141030350551e-20
0	RNA_MPP6	26.151	1.6832998899934517e-20
0	RNA_COL11A1	2548.9083	1.8486713809568816e-20
0	RNA_CENPN	143.9872	1.9127069867108403e-20
0	RNA_GLG1	918.9371000000001	1.9372816075673114e-20
0	RNA_FAM176A	44.23490000000001	2.073714445692985e-20
0	RNA_NUP93	302.82859999999994	2.1637648612172402e-20
0	RNA_YWHAQ	1688.3408	2.2008580288340102e-20
0	RNA_APCDD1L	21.021400000000003	2.2290898376180995e-20
0	RNA_IKBIP	96.84659999999997	2.345642252400354e-20
0	RNA_GSDMC	15.590599999999998	3.089824198933897e-20
0	RNA_RAI14	558.6513999999999	3.737355801104717e-20
0	RNA_VLDLR	160.86650000000003	3.76905745529845e-20
0	RNA_SLC36A1	145.6726	4.277745520579394e-20
0	RNA_TES	552.0804999999998	4.614939437962579e-20
0	RNA_FN1	59705.87959999999	4.8952488653180007e-20
0	METH_EVA1B	0.10480189825461494	5.392729673903604e-20
0	RNA_CLCN5	77.0684	5.600721001142106e-20
0	RNA_ACTR3	1111.3199	5.695688237604371e-20
0	RNA_EXT2	380.82179999999994	6.247170742300161e-20
0	METH_POU2AF1	0.07802985059804102	9.738025967328631e-20
0	RNA_IGF2BP2	30.153900000000004	1.0217078880079704e-19
0	RNA_KIAA1609	120.37489999999997	1.1222710160113795e-19
0	RNA_GPC6	232.35850000000002	1.2300404489228195e-19
0	RNA_YEATS2	262.6127999999999	1.2984649387292344e-19
0	RNA_BAG2	52.4718	1.4170254997219e-19
0	RNA_PLOD1	807.3388	1.4895133136892483e-19
0	RNA_SNX3	475.55870000000004	1.4957168091802944e-19
0	RNA_SERPINB7	6.4847	1.7368802692406276e-19
0	RNA_MPZL2	262.06419999999997	1.780651022516715e-19
0	RNA_S100A10	1654.3061000000002	1.8714883054213322e-19
0	RNA_CTHRC1	929.2055	1.9027733202590483e-19
0	RNA_GJB2	478.6909	2.0080617509931473e-19
0	RNA_ACOT9	132.541	2.51058805163534e-19
0	RNA_AMD1	507.87200000000007	2.573576758106571e-19
0	RNA_CDH2	60.82050000000001	2.772062473493628e-19
0	RNA_RRAGD	121.54399999999998	2.9979911214661436e-19
0	RNA_DZIP1	84.54049999999998	3.0228062249907235e-19
0	RNA_DPYSL3	1463.1611999999996	3.949721589865662e-19
0	RNA_HDAC2	527.0122000000001	4.1322509846467017e-19
0	RNA_HIF1A	1068.6700999999998	4.340885624573634e-19
0	RNA_FKBP9	794.3348000000001	4.394649718462324e-19
0	RNA_EXT1	266.9474	4.654374977855643e-19
0	RNA_RBMS1	389.97490000000005	4.673496558156502e-19
0	MIR_hsa-mir-22	17436.42628500001	4.789866589088599e-19
0	RNA_MMP14	4377.28	5.758814021744669e-19
0	RNA_KCMF1	216.11019999999985	5.782411707030735e-19
0	RNA_PLAUR	325.9717	5.853779365739913e-19
0	RNA_ULBP3	7.648000000000001	6.135506766951075e-19
0	RNA_SURF4	1128.2862999999998	6.509884228662129e-19
0	RNA_FKBP14	94.03640000000001	6.7535139312713665e-19
0	RNA_FAT1	1505.0324	7.726374917682455e-19
0	RNA_DCLK2	46.3673	7.757921205559844e-19
0	RNA_GPN1	154.09219999999993	9.018988890128232e-19
0	RNA_PPFIBP1	438.0023	1.0105985781224246e-18
0	RNA_BEND3	68.74000000000001	1.1185253027508676e-18
0	RNA_MMP13	272.1981	1.1695474151436052e-18
0	RNA_A2ML1	6.3252	1.3153405632927902e-18
0	RNA_RSU1	407.30309999999986	1.40900366385712e-18
0	RNA_RASAL2	282.33410000000003	1.4612259330181803e-18
0	RNA_HOXA11	10.0824	1.4790545615457206e-18
0	RNA_PPP3R1	335.5636000000002	1.6695854340568468e-18
0	RNA_ANKS6	74.3824	2.026012770846038e-18
0	RNA_SYNCRIP	961.5745999999999	2.2404173591623e-18
0	RNA_TREM1	29.5902	2.615160849756676e-18
0	RNA_WWTR1	215.15019999999998	3.0639120431064697e-18
0	RNA_BMP1	303.98889999999994	3.214722671080058e-18
0	RNA_PLCH1	122.52509999999998	3.2211630161480018e-18
0	RNA_COMMD2	155.6019	3.524547918813271e-18
0	RNA_PTPRD	111.96370000000002	3.624564596594716e-18
0	RNA_FAM57A	73.13700000000003	3.757283995124622e-18
0	RNA_CKAP4	805.5236	4.135113912000762e-18
0	RNA_P4HA2	314.09950000000015	4.605128236636942e-18
0	RNA_AGPAT4	77.25059999999999	4.763731957120924e-18
0	RNA_ENO1	6690.513400000002	4.830595830849177e-18
0	RNA_ANTXR1	2284.7804	5.0669537743211694e-18
0	RNA_GUCA1A	1.0403	5.2726112081723625e-18
0	RNA_AKR1B15	2.3676000000000004	5.293624635680578e-18
0	RNA_STK38	306.7826	5.596640073324469e-18
0	RNA_LOC221710	97.58589999999998	6.035420682722052e-18
0	RNA_SIM2	97.7937	6.5339905601333015e-18
0	RNA_ARSB	143.54799999999994	6.559958955236203e-18
0	RNA_P4HA1	542.9027999999998	6.717922376467015e-18
0	RNA_NIP7	130.89320000000004	6.852421976864373e-18
0	RNA_FAM123B	64.60659999999999	6.934393921569153e-18
0	RNA_XPO5	363.61259999999993	7.595841244024241e-18
0	RNA_NRBP1	433.14509999999973	8.519193953526347e-18
0	RNA_CCDC109A	135.37560000000002	9.515520655082648e-18
0	RNA_POLR2D	110.31500000000005	9.628861735871867e-18
0	RNA_CIRH1A	227.09839999999997	1.1912474562062758e-17
0	RNA_NUS1	281.0547	1.2537600821184378e-17
0	RNA_ARL4C	426.96540000000005	1.2989233920728226e-17
0	RNA_CCNYL1	99.1979	1.3404139793461509e-17
0	RNA_TCP1	1078.1689000000001	1.3509893240717266e-17
0	RNA_MFAP3L	150.9394	1.388655512871661e-17
0	RNA_SH3PXD2B	787.6909	1.388655512871661e-17
0	RNA_NXPH4	35.1665	1.444268281786446e-17
0	RNA_TGFBR1	592.4588000000001	1.4728931220215724e-17
0	RNA_ADAMTS7	93.3687	1.5560547966865704e-17
0	RNA_GLS	410.3023999999999	1.7028461717311622e-17
0	RNA_TRIM59	129.82930000000002	1.7028461717311622e-17
0	RNA_CCRL1	31.371700000000004	1.7162383468008475e-17
0	RNA_RNF145	339.29909999999995	1.7433352389269762e-17
0	RNA_JRKL	75.9632	1.9000884562308238e-17
0	RNA_GAN	22.285899999999998	1.9225141192964903e-17
0	RNA_KCNJ15	19.803100000000004	2.1616380218976865e-17
0	RNA_FAM101A	44.354400000000005	2.2830496123386752e-17
0	RNA_UBE2E2	169.52429999999998	2.328021571709736e-17
0	RNA_NAA50	797.7222000000002	2.401801136171929e-17
0	RNA_LTBP1	673.2864999999999	2.6066276817537713e-17
0	RNA_AVEN	60.251599999999996	2.6682510497306186e-17
0	RNA_FERMT2	389.25339999999994	2.6734507367121333e-17
0	RNA_RNF144A	297.3586	2.731311247526907e-17
0	RNA_NT5DC2	366.3037999999999	2.861874970727978e-17
0	RNA_GALNT1	807.4531000000002	3.069346995710987e-17
0	RNA_SEC23A	408.3388000000001	3.117429342166998e-17
0	RNA_TARS	517.3649	3.3431584006232813e-17
0	RNA_RGS20	1.1875000000000002	3.40206466345423e-17
0	RNA_RALA	315.93439999999987	3.7411972022869354e-17
0	RNA_FAM127C	171.5392	3.784950329520892e-17
0	RNA_DDN	2.7976000000000005	3.851528082748007e-17
0	RNA_NHSL1	98.2038	3.965067325151749e-17
0	RNA_LMO7	304.3465	4.121603052139486e-17
0	RNA_APBA2	60.84780000000001	4.505142170347646e-17
0	RNA_PRICKLE1	263.044	4.7556188184623714e-17
0	RNA_VSNL1	34.174	4.923841825305403e-17
0	RNA_TUBA1C	1314.8230999999996	5.019821263004781e-17
0	RNA_PDSS1	33.741	5.1972568020550295e-17
0	RNA_LRIG3	164.08509999999998	5.2577656727359084e-17
0	RNA_SGMS2	207.21959999999999	5.2577656727359084e-17
0	RNA_NUDT11	15.267300000000002	5.288280143482667e-17
0	RNA_PLD1	114.75470000000001	5.5068275374689735e-17
0	RNA_ATG5	148.58427245444398	5.59240648845946e-17
0	RNA_SF3B3	967.9285	5.857091582760695e-17
0	RNA_EML4	373.04819999999995	6.06367795893285e-17
0	RNA_NT5E	164.9438	6.253332962312595e-17
0	RNA_CENPO	49.84270000000001	6.374825820356125e-17
0	RNA_IVNS1ABP	578.0410999999999	6.39940228220067e-17
0	RNA_SUV39H2	65.63380000000001	7.045112256699469e-17
0	RNA_THBS2	3683.34990286709	7.81473545373876e-17
0	RNA_KHDRBS3	66.579	8.502659911862126e-17
0	RNA_CHSY3	53.643299999999996	8.535309448497215e-17
0	RNA_ATP2C1	647.3179	8.868681075363758e-17
0	RNA_GAS1	285.0011	9.985876054301036e-17
0	RNA_CHN1	98.22219999999999	1.0178623454464153e-16
0	RNA_RAB1A	612.8739	1.1071219759519235e-16
0	RNA_ARHGAP28	75.61010000000002	1.185857654829023e-16
0	RNA_SLC6A17	9.927000000000001	1.2272707213522047e-16
0	RNA_LEPRE1	291.2744	1.2847136138232873e-16
0	RNA_CHST3	218.45919999999995	1.4023201740981914e-16
0	RNA_GDNF	0.4724	1.4023201740981914e-16
0	RNA_KCTD10	256.1410999999998	1.413034853500419e-16
0	RNA_FAM105B	110.84320000000002	1.6080353244797645e-16
0	RNA_PSME4	858.7882	1.6264639858797196e-16
0	RNA_SPSB4	7.3398	1.6513597819721247e-16
0	RNA_SLC35B4	89.11939999999998	1.8295159124242553e-16
0	RNA_SLC16A1	327.246	1.8930120518554849e-16
0	RNA_HECW1	3.4539999999999997	1.9698404720497345e-16
0	RNA_DUOXA1	9.2704	1.9773158215298526e-16
0	RNA_PRKD3	340.0738	2.1694547259745926e-16
0	RNA_KIAA1024	21.8277	2.270165713643277e-16
0	RNA_PERP	1783.5496999999996	2.411646984738759e-16
0	RNA_AARS	907.6585	2.5714977695214753e-16
0	RNA_GPR161	38.037099999999995	2.5812193434551567e-16
0	RNA_CD24	10054.4639	2.8044988618421095e-16
0	RNA_XG	42.7539	3.116379015102267e-16
0	RNA_CDK2AP1	669.3880999999997	3.128128079228903e-16
0	RNA_PNO1	100.82590000000005	3.1755625036986376e-16
0	RNA_GREM1	513.0929	3.309693380806654e-16
0	RNA_RFWD3	268.21720000000005	3.4885063823531606e-16
0	RNA_SBSN	1.7993999999999999	3.5949255468445513e-16
0	RNA_FAM180A	22.4291	3.663055654057995e-16
0	RNA_FOLH1	41.64	3.860663063128417e-16
0	RNA_FANCB	10.299500000000002	4.0383758917252106e-16
0	RNA_ANLN	371.1631	4.0535441103689634e-16
0	RNA_EIF5A2	50.47760000000001	4.0840491870803313e-16
0	RNA_PAX1	4.9538	4.1613052115999514e-16
0	RNA_CCDC67	2.1431	4.779546094623081e-16
0	RNA_FKBP7	87.0798	4.869750597206797e-16
0	RNA_EHBP1	176.9047999999999	5.017579158990957e-16
0	RNA_C17orf51	51.387100000000004	5.131344347003804e-16
0	RNA_PANX1	109.25689999999997	5.131344347003804e-16
0	RNA_SPSB1	241.16129999999998	5.189176363357549e-16
0	RNA_CCNY	273.0897	5.406774981975514e-16
0	RNA_GABRB2	12.496699999999999	5.467664513335368e-16
0	METH_HRASLS2	0.05183710164926503	5.467664513335368e-16
0	RNA_C1orf106	220.6972	5.591477769537614e-16
0	MIR_hsa-mir-23b	204.109777	6.114962449264777e-16
0	RNA_DYRK2	212.3179	6.13779186542551e-16
0	RNA_ACAN	40.394000000000005	6.37075538422513e-16
0	RNA_ZNF532	387.71159999999986	6.563380644270996e-16
0	RNA_MSL3	105.46570000000008	6.761742129332048e-16
0	RNA_ABTB2	70.11479999999999	6.863126307557982e-16
0	METH_DCLK3	0.0824239901164101	7.123185937033041e-16
0	METH_PHGR1	0.11584364276572406	7.256832771967954e-16
0	RNA_CIAPIN1	209.62560000000008	7.3655264549970495e-16
0	RNA_ESYT3	7.865600000000001	7.630144181594293e-16
0	RNA_RNF24	119.8723	8.233488120751283e-16
0	RNA_ALDH1B1	269.1616	8.356579260317004e-16
0	RNA_NFIL3	196.98499999999996	8.387634249932315e-16
0	RNA_ROR1	27.9884	8.450085728316582e-16
0	RNA_ATP11C	177.53380000000004	8.640201846628795e-16
0	RNA_TRAM2	393.4987000000001	8.736833982450035e-16
0	RNA_PITPNB	263.90280000000007	9.202047899238347e-16
0	RNA_FGF5	1.4954999999999998	9.374041471713148e-16
0	RNA_TIMP2	3626.863400000001	9.76365311647528e-16
0	RNA_INHBA	216.203	9.872651299171626e-16
0	RNA_ZNF462	106.62199999999999	1.0552269062974328e-15
0	RNA_PDHA1	293.2804000000001	1.0591348132989146e-15
0	RNA_B3GNT5	78.2565	1.0749095184172214e-15
0	RNA_TMEM39A	126.66560000000004	1.1832371906262094e-15
0	RNA_GTPBP4	263.25660000000016	1.2277059183299798e-15
0	RNA_MSH6	390.9372999999998	1.2322423135283367e-15
0	METH_LCK	0.03431509845591696	1.2505535941085504e-15
0	RNA_PPAPDC1A	91.895	1.262133985005631e-15
0	RNA_UCHL1	73.9256	1.262133985005631e-15
0	RNA_SNAI2	192.87989999999996	1.356160585064008e-15
0	METH_LRRFIP1	0.047825666213474005	1.3967019230321498e-15
0	RNA_TIMM8A	27.969499999999996	1.4437389376664613e-15
0	RNA_LAMA4	869.6852000000001	1.4651418750160494e-15
0	RNA_FMNL2	211.93660000000006	1.5769341514594365e-15
0	RNA_CCDC99	75.52679999999998	1.5885650560242463e-15
0	RNA_CSRP2	80.936	1.5944121524335667e-15
0	RNA_NKX3-2	11.6865	1.6785319070718757e-15
0	RNA_RAP2A	257.6515999999999	1.6785319070718757e-15
0	RNA_XPOT	569.1340060959299	1.6785319070718757e-15
0	RNA_GPNMB	2057.2423000000003	1.7412787547944585e-15
0	RNA_SMAP1	141.37669999999991	1.9651848343474294e-15
0	RNA_COL5A1	4845.940199999999	2.0534458411088046e-15
0	RNA_PRRX1	832.8145999999997	2.1067223231914993e-15
0	RNA_CPNE8	55.462999999999994	2.209300371814525e-15
0	RNA_GRAMD3	166.72740000000005	2.2173916859044898e-15
0	RNA_UBXN2A	48.17330000000001	2.4472345209498068e-15
0	RNA_LRRC3	15.055099999999996	2.460669720533268e-15
0	RNA_SGIP1	43.9308	2.4651642408346086e-15
0	RNA_ITGA11	740.104	2.594345791679202e-15
0	RNA_RAB6B	53.9787	2.6038240155494284e-15
0	RNA_RNASEH1	66.0121	2.6038240155494284e-15
0	RNA_ATP1B3	512.8043	2.6420790899224813e-15
0	RNA_STON1	107.59550000000002	2.894026426218933e-15
0	RNA_LAD1	601.1623999999999	3.2160231055564266e-15
0	RNA_COL5A2	6333.0882	3.251281560439758e-15
0	RNA_UBE2E3	370.6698	3.3108932951390646e-15
0	METH_RBM14	0.041802879403564	3.3471755290146556e-15
0	RNA_MARCKS	1382.4018	3.3961614183136908e-15
0	RNA_CCDC82	77.8202	3.420918382000069e-15
0	RNA_KIAA0020	143.32029999999997	3.420918382000069e-15
0	RNA_CPNE2	140.70710000000003	3.4709665760820323e-15
0	RNA_SPP1	2794.9633999999996	3.496260323905026e-15
0	RNA_ADAMTS2	305.6684	3.560291384997337e-15
0	RNA_HCCS	88.5711	3.705251569932962e-15
0	RNA_ZIC4	3.2538	3.8420670826583156e-15
0	MIR_hsa-mir-708	42.39470200000001	4.0273852207709335e-15
0	RNA_LOC100302401	4.577499999999999	4.0566661539395765e-15
0	RNA_CBFB	297.8329000000001	4.115858193561941e-15
0	RNA_LHFPL2	433.5638000000001	4.130788568160605e-15
0	RNA_DONSON	96.6988	4.2985832216125184e-15
0	RNA_MFAP2	524.1419000000001	4.39291746629538e-15
0	RNA_YES1	441.6349	4.39291746629538e-15
0	RNA_TM6SF2	5.0504	4.448883894111012e-15
0	RNA_ARNTL2	31.47870000000001	4.546463916408291e-15
0	RNA_ARSI	47.7454	4.825804639314821e-15
0	RNA_TMEM92	7.047499999999999	4.860791720529447e-15
0	RNA_APLN	64.9093	4.931516672004074e-15
0	RNA_CHRNA5	39.29600000000001	5.291070835547501e-15
0	RNA_MPZL1	896.3899000000001	5.377641282768608e-15
0	RNA_MRAS	204.77399999999994	5.4361279779626585e-15
0	RNA_CDCA7	101.9214	5.4557623414990145e-15
0	RNA_QKI	549.1428000000001	6.078376155591745e-15
0	RNA_SALL4	19.4747	6.626376756198647e-15
0	RNA_KARS	681.7549000000001	6.698207885838187e-15
0	RNA_TPM4	3372.2654999999995	7.094446791730742e-15
0	RNA_CD55	548.6225999999999	7.274973217596493e-15
0	RNA_C10orf55	5.9343	7.704755457546996e-15
0	RNA_FSTL1	3195.0891	7.732431401159894e-15
0	RNA_GBX2	0.5915999999999999	8.115772602795326e-15
0	METH_PDZK1	0.14360684493032294	8.517803023038696e-15
0	RNA_NID2	447.6441000000001	8.859821367523655e-15
0	RNA_TIAM2	43.38759999999999	9.248354673344778e-15
0	RNA_CCIN	4.5945	9.348078920379888e-15
0	RNA_HAPLN1	24.263400000000004	1.0148609072023226e-14
0	RNA_SHCBP1	107.0933	1.022132715770688e-14
0	RNA_NUDCD1	225.31230873606904	1.0294557931773704e-14
0	RNA_KDELR3	306.7079	1.0938227971363662e-14
0	RNA_FAM118B	48.447100000000034	1.1254678755198385e-14
0	RNA_KCNJ6	1.7146000000000001	1.1254678755198385e-14
0	RNA_PLOD2	582.1847000000001	1.149791251248699e-14
0	RNA_CCT4	706.9576999999999	1.2128856400495646e-14
0	RNA_LYPD1	21.4878	1.2523647780488827e-14
0	RNA_COL13A1	17.524499999999996	1.320991306223476e-14
0	RNA_GAL	10.713000000000001	1.3304166638411277e-14
0	RNA_KCNG1	21.6135	1.3712180981289583e-14
0	MIR_hsa-mir-9-1	292.211240125404	1.3834510997230857e-14
0	RNA_ELOVL4	18.050299999999996	1.4132501094377971e-14
0	RNA_SLC43A3	300.73979999999995	1.4436804281396572e-14
0	RNA_MCM6	368.31470000000013	1.464324514354837e-14
0	RNA_C11orf75	109.30549999999997	1.5226051217815057e-14
0	RNA_C14orf37	51.3313956426898	1.5498450633064674e-14
0	RNA_FAM101B	133.28679999999997	1.560874790254264e-14
0	RNA_ADAM17	176.0209000000001	1.5887881018849906e-14
0	RNA_DNMT3B	58.551000000000016	1.6286934646446097e-14
0	MIR_hsa-mir-9-2	295.404941	1.657799395149685e-14
0	RNA_ZCCHC14	239.3682	1.7236456601055456e-14
0	RNA_PLIN2	372.20806942629406	1.7358911260127778e-14
0	RNA_LAMP2	984.9088999999994	1.8500226734622358e-14
0	METH_TBL1XR1	0.015490091873577888	1.8697492556121955e-14
0	RNA_LOC541471	72.29379999999998	1.90308770106932e-14
0	RNA_GFPT2	147.49920000000003	1.909825223460913e-14
0	RNA_GLIS3	100.09680000000002	1.909825223460913e-14
0	RNA_MDGA2	0.4572	2.0568590440481996e-14
0	RNA_C12orf70	1.3681	2.1648245670695775e-14
0	MIR_hsa-mir-181a-2	168.58903199999997	2.1917092449262444e-14
0	RNA_STK38L	311.3826	2.2346215331430185e-14
0	RNA_ERGIC2	184.1454	2.262358547135334e-14
0	RNA_RASAL1	37.5675	2.327035412248998e-14
0	RNA_NDRG1	1601.5205999999998	2.3352468256112342e-14
0	RNA_PREP	147.13329999999996	2.38092165111599e-14
0	RNA_PCDHB9	35.485299999999995	2.4274749226668248e-14
0	RNA_FKBP9L	17.281	2.4446244145364538e-14
0	RNA_KDELR2	1327.2996999999996	2.5055913602314612e-14
0	RNA_KLF11	130.44549999999998	2.5590372279346413e-14
0	RNA_GNPTAB	326.1359	2.5771004838908493e-14
0	RNA_SHOX2	33.189099999999996	2.622809098802096e-14
0	RNA_MXRA5	4557.048000000001	2.755077889107041e-14
0	RNA_CLCN4	43.37929999999999	2.873656641864559e-14
0	RNA_NPTX2	21.0213	2.883761804648204e-14
0	RNA_ANXA4	247.76209999999992	3.039600165439201e-14
0	RNA_DSE	250.3016	3.0717473680876924e-14
0	RNA_SRD5A1	95.299	3.115130953518901e-14
0	RNA_LAMB1	1455.1901495834304	3.1260706662897366e-14
0	RNA_TNFAIP6	93.86019999999999	3.4241471336920285e-14
0	RNA_DSC2	420.00660000000005	3.6212916368357643e-14
0	RNA_C5orf13	544.9793	3.7501312987152486e-14
0	RNA_ACTL6A	274.01099999999997	3.7764349679044476e-14
0	RNA_ONECUT2	20.5668	3.958791829078664e-14
0	RNA_IL8	29.077099999999998	4.282145335478647e-14
0	METH_PREX1	0.03062226938299599	4.4186378477871023e-14
0	RNA_CCNE1	42.4652	4.623376487676716e-14
0	RNA_DUSP7	86.7353	4.770554033944741e-14
0	RNA_CHRNA3	2.8295000000000003	4.8967131860294675e-14
0	RNA_FSCN1	553.7733	5.0261513089587314e-14
0	RNA_ITGA5	642.9220000000003	5.043661941789034e-14
0	RNA_MSL3L2	67.5068	5.2402822201236176e-14
0	RNA_NETO1	5.6151	5.2402822201236176e-14
0	RNA_B4GALNT1	25.367600000000003	5.276832351030905e-14
0	RNA_CDK6	212.01569999999992	5.2952012935662254e-14
0	RNA_VCL	875.9735000000001	5.2952012935662254e-14
0	RNA_RAP2B	216.72670000000005	5.835844063876142e-14
0	RNA_GALNS	125.31780000000003	5.937941455980319e-14
0	RNA_B3GNT4	3.757	5.979270315450947e-14
0	RNA_SCHIP1	54.343999999999994	6.844112568921792e-14
0	RNA_C14orf34	0.5291	6.91551600476636e-14
0	RNA_IL1F5	0.6891	6.927487563694227e-14
0	RNA_CHML	266.9586	7.084984155156089e-14
0	MIR_hsa-mir-493	5.052753000000001	7.12182642038229e-14
0	RNA_PRIM2	47.199600000000004	7.158857000061957e-14
0	RNA_MCM10	117.0143	7.233486888553948e-14
0	RNA_NOL10	126.50890000000004	7.513730668715749e-14
0	RNA_MYCN	16.2286	7.777742827896879e-14
0	RNA_SEC63	613.6774	8.023136990520859e-14
0	MIR_hsa-mir-23a	850.0896599999996	8.420065080986282e-14
0	RNA_FIBIN	194.65930000000003	9.597328577440261e-14
0	RNA_GPR156	2.7715	9.630399465278075e-14
0	RNA_SULF1	2687.1128	1.0070649547416643e-13
0	RNA_GTPBP8	19.772800000000004	1.1106189145733531e-13
0	RNA_EGFR	142.4405	1.1395657344747374e-13
0	RNA_B3GNT7	39.4949	1.1672510535683848e-13
0	RNA_ATP11B	352.9962510767011	1.1833669032182082e-13
0	RNA_LBR	254.01570000000004	1.203819481252932e-13
0	RNA_TPRXL	4.6432	1.2479072069486078e-13
0	RNA_NEXN	87.33339999999998	1.2716301246993333e-13
0	RNA_PLEKHA9	13.813100000000006	1.2980152227675318e-13
0	RNA_ANXA2P2	1047.4599000000003	1.3710340115247796e-13
0	RNA_SLC15A1	2.1076	1.3804405206418042e-13
0	RNA_TTK	107.89129999999997	1.399444187590198e-13
0	RNA_SLC31A1	279.70129999999995	1.4530397611494651e-13
0	RNA_EPYC	29.2699	1.5610180798468786e-13
0	RNA_DEK	705.1093000000001	1.566352000863316e-13
0	RNA_CAMK2A	4.729299999999999	1.5770736231551283e-13
0	RNA_EXO1	129.1089	1.5770736231551283e-13
