#label	feature	median difference	p-value
0	METH_ZNF106	-0.05215467532918905	2.0125479064094252e-07
0	RNA_ABCD3	-276.80364999999983	2.0543185295131374e-07
0	METH_SLC9A7	-0.3710780226350003	2.0755168189454666e-07
0	METH_CACNA1F	-0.037493499996897994	2.0755168189454666e-07
0	METH_CCDC22	-0.037493499996897994	2.0755168189454666e-07
0	METH_CXorf40B	-0.22519893145970662	2.1624435965015096e-07
0	METH_LOC100272228	-0.22519893145970662	2.1624435965015096e-07
0	METH_CD99L2	-0.3914216092818624	2.1624435965015096e-07
0	METH_HCFC1	-0.09038070838775919	2.3469731170136513e-07
0	METH_TMEM187	-0.09038070838775919	2.3469731170136513e-07
0	METH_GNL3L	-0.3211736650716398	2.3710822462724362e-07
0	RNA_CEACAM7	-1359.80175	2.39543056321815e-07
0	METH_SLC10A3	-0.194276369501044	2.420020351099021e-07
0	METH_MID2	-0.3341272516513579	2.5208406113002785e-07
0	METH_OTUD5	-0.30322113995112077	2.6257125701208336e-07
0	METH_KRBOX4	-0.131399280204892	2.679716606101163e-07
0	METH_LOC121952	-0.015059642211654456	2.848243189558058e-07
0	RNA_CNNM4	-454.2746000000002	2.877308267348366e-07
0	RNA_E2F2	-121.48785000000001	2.96623229777999e-07
0	METH_TMSB4XP8	-0.17676230287326042	2.96623229777999e-07
0	METH_TMSB4X	-0.17676230287326042	2.96623229777999e-07
0	MIR_hsa-mir-147b	-2.1853550000000004	2.96623229777999e-07
0	RNA_RAB26	-31.823450000000005	3.0578072626397434e-07
0	RNA_GPD1L	-281.99324999999976	3.0733327879017503e-07
0	RNA_GALNT8	-97.51840000000001	3.120367391928226e-07
0	METH_PQBP1	-0.2841364739835519	3.120367391928226e-07
0	METH_TIMM17B	-0.2841364739835519	3.120367391928226e-07
0	RNA_CAPN5	-1192.85905	3.1521090920209607e-07
0	METH_TFE3	-0.17747279203321548	3.1521090920209607e-07
0	METH_FAM104B	-0.19736627009396646	3.184162427203558e-07
0	METH_WDR45	-0.3424843769314568	3.216530338931097e-07
0	METH_SCML1	-0.2546228742461688	3.4521665820445974e-07
0	MIR_hsa-mir-191	-220.25585999999987	3.4521665820445974e-07
0	RNA_EMP2	-856.0609499999996	3.4871602341121675e-07
0	RNA_MUC2	-12285.335299999999	3.522496158788595e-07
0	METH_GSTM2	-0.04238324305812757	3.522496158788595e-07
0	RNA_PIGR	-53278.273250000006	3.630589888767003e-07
0	RNA_TC2N	-655.6848500000001	3.630589888767003e-07
0	METH_LOC729609	-0.21145444646820466	3.741881652637935e-07
0	METH_ZMYM3	-0.13968995999117403	3.817897612095401e-07
0	METH_FUNDC2	-0.1191942784861226	3.856462303018992e-07
0	METH_JADE3	-0.2719728040053017	3.934722542156748e-07
0	METH_CHM	-0.13960953552144706	4.054993290217685e-07
0	RNA_FER1L6	-76.08845	4.137136206873318e-07
0	RNA_ANO7	-60.92835	4.220883466276409e-07
0	RNA_LRG1	-386.8288	4.263368106109533e-07
0	RNA_LRRC16A	-310.30805	4.30626515658758e-07
0	RNA_FAM160A1	-37.396899999999974	4.3495784630232564e-07
0	METH_STAG2	-0.2632329285239008	4.437469396609868e-07
0	RNA_MLEC	-3226.9446500000013	4.6184193677586153e-07
0	RNA_TMEM54	-1115.9191	4.6647570493157934e-07
0	RNA_EHHADH	-194.8599000000001	4.7115430073315605e-07
0	METH_ELK1	-0.30251172545514327	4.7115430073315605e-07
0	METH_NDUFB11	-0.310410036190099	4.75878140608643e-07
0	METH_RBM10	-0.310410036190099	4.75878140608643e-07
0	METH_PIH1D3	-0.27265976159769323	4.903253445740606e-07
0	METH_NUP62CL	-0.27265976159769323	4.903253445740606e-07
0	METH_KCNAB3	-0.0339895066005641	5.001908364896724e-07
0	METH_RBMX	-0.13089279730099557	5.001908364896724e-07
0	METH_BRCC3	-0.36542830351724653	5.051950949203011e-07
0	METH_MTCP1	-0.36542830351724653	5.051950949203011e-07
0	METH_CMC4	-0.36542830351724653	5.051950949203011e-07
0	RNA_XIST	-2124.3023	5.10247617646096e-07
0	RNA_C15orf48	-1227.3111	5.153488515415672e-07
0	RNA_MFSD9	-74.71249999999998	5.153488515415672e-07
0	MIR_hsa-mir-3127	-2.769834500000001	5.204992474322723e-07
0	METH_MECP2	-0.2168042950095255	5.256992601279227e-07
0	RNA_FUT3	-1166.2601499999996	5.309493484557687e-07
0	RNA_PDXDC1	-795.0163499999999	5.309493484557687e-07
0	RNA_TCF7L2	-333.48850000000004	5.362499752942626e-07
0	METH_TIMM8A	-0.08625215275019246	5.524597771400226e-07
0	METH_BHLHB9	-0.08068529837447502	5.524597771400226e-07
0	METH_RPL10	-0.22845781093960052	5.635276757710446e-07
0	RNA_FAM84A	-1322.1262000000002	5.805312857995013e-07
0	METH_CHST7	-0.20940404514636546	5.863082742104571e-07
0	METH_NAA10	-0.148234393206211	5.863082742104571e-07
0	RNA_MUC4	-1643.72035	5.921406603264253e-07
0	METH_HPRT1	-0.288817811313158	6.03973669107218e-07
0	MIR_hsa-mir-146a	-91.82551699999999	6.221515548110284e-07
0	RNA_FAR1	-251.77405	6.283271896603243e-07
0	RNA_CATSPERB	-12.271149999999999	6.345618857038014e-07
0	METH_POLA1	-0.06732547486586093	6.345618857038014e-07
0	RNA_SH2D4A	-273.00985000000003	6.472106335760538e-07
0	RNA_BCL2L15	-399.84534999999994	6.601021904999713e-07
0	METH_FMR1-AS1	-0.09089004950615648	6.799045907027835e-07
0	METH_FMR1	-0.09089004950615648	6.799045907027835e-07
0	RNA_ERI2	-56.93070000000006	7.141870776366933e-07
0	METH_SHROOM2	-0.20178828461508558	7.212406453590053e-07
0	METH_PHKA1	-0.25138868858758123	7.212406453590053e-07
0	RNA_CCDC109A	-486.50699999999983	7.355496733922417e-07
0	METH_C1orf204	-0.023863881500386985	7.355496733922417e-07
0	RNA_FA2H	-401.4029999999999	7.428063629436858e-07
0	METH_TAB3	-0.2221272632733576	7.428063629436858e-07
0	RNA_LRRC1	-138.49955	7.501319979260911e-07
0	METH_ELF4	-0.23719355777349452	7.575272063968681e-07
0	RNA_B3GNT6	-120.0979	7.916837320264283e-07
0	RNA_CCDC68	-109.02665000000002	7.955692174263762e-07
0	METH_OCRL	-0.0559968220569544	7.955692174263762e-07
0	METH_IGBP1	-0.1237871014703015	8.112956370203312e-07
0	METH_ARMCX5	-0.23132953386357952	8.112956370203312e-07
0	MIR_hsa-mir-186	-61.6376085	8.192707075155917e-07
0	RNA_MCTP2	-145.10595	8.602919960086238e-07
0	RNA_RPS6KA1	-710.5239000000001	8.687303170192958e-07
0	RNA_TMPRSS2	-1702.5101499999996	8.772483126699957e-07
0	METH_ZC4H2	-0.2661083535048655	8.772483126699957e-07
0	RNA_ACADS	-328.34405000000015	9.032875876595116e-07
0	METH_ERCC6L	-0.1937649622986985	9.032875876595116e-07
0	RNA_COQ2	-88.05589999999995	9.121315533433535e-07
0	RNA_PBK	-228.75450000000006	9.21058860858126e-07
0	METH_EBP	-0.24933109530546055	9.483483917041513e-07
0	METH_FOXD4L1	-0.058568657726893014	9.5761665642794e-07
0	METH_SMS	-0.3240410998512215	9.764154798391748e-07
0	RNA_MOGAT2	-97.66425000000001	1.0052813319575986e-06
0	METH_BHMT2	-0.05422962238864393	1.0052813319575986e-06
0	METH_DMGDH	-0.05422962238864393	1.0052813319575986e-06
0	RNA_RCOR1	-268.17009999999993	1.0150845301305562e-06
0	METH_UTP14A	-0.26787890717098606	1.0150845301305562e-06
0	METH_LOC100133957	-0.2944769576994874	1.0349677050585864e-06
0	RNA_STS	-136.49685000000005	1.0450493421641628e-06
0	METH_SPACA5	-0.31286229821119593	1.0450493421641628e-06
0	METH_ZNF182	-0.31286229821119593	1.0450493421641628e-06
0	RNA_TRPA1	-84.40145	1.0654969199235852e-06
0	METH_FBXL5	-0.06048842193237758	1.0654969199235852e-06
0	METH_SPIN2B	-0.23272309141312808	1.0654969199235852e-06
0	METH_CETN2	-0.20991560624994104	1.0654969199235852e-06
0	METH_NSDHL	-0.20991560624994104	1.0654969199235852e-06
0	RNA_PANK3	-198.6601500000001	1.0758645638809029e-06
0	METH_SLC35A2	-0.2571496184899868	1.0758645638809029e-06
0	RNA_ATOH1	-86.10185	1.091598272112442e-06
0	RNA_ARHGAP26	-375.4006999999999	1.0968918749018514e-06
0	RNA_TRIM40	-19.5873	1.0968918749018514e-06
0	METH_SRPX	-0.286672794393465	1.1075532892702555e-06
0	METH_BEX5	-0.17165239051429	1.1075532892702555e-06
0	MIR_hsa-mir-1266	-9.223612999999999	1.1183143868438867e-06
0	RNA_DSG2	-2456.3580500000007	1.129176060010424e-06
0	METH_UBE2A	-0.38269087800589263	1.129176060010424e-06
0	METH_PHF8	-0.3290356307938772	1.151204740748558e-06
0	METH_XKRX	-0.10878359499360749	1.1623735713550462e-06
0	METH_HSD17B10	-0.08351495580261349	1.1850248289453334e-06
0	METH_AGK	-0.04290798563753451	1.3048008496617358e-06
0	METH_NDUFA1	-0.1895177541765595	1.3301150952904e-06
0	RNA_CLDN7	-1511.1600500000004	1.3689741031243784e-06
0	RNA_GALNT3	-690.8415500000001	1.3689741031243784e-06
0	METH_PCDH19	-0.14829802385349644	1.382168027232921e-06
0	METH_FANCB	-0.34872839190670235	1.3954841954558125e-06
0	METH_MOSPD2	-0.34872839190670235	1.3954841954558125e-06
0	METH_UXT	-0.20425627480330655	1.3954841954558125e-06
0	METH_CDO1	-0.041845017002594465	1.4224876076366378e-06
0	METH_BCOR	-0.03349092771615203	1.4224876076366378e-06
0	RNA_GPT	-74.98844999999999	1.4361770461907997e-06
0	RNA_ATP5B	-4549.036249999999	1.5356122661528174e-06
0	METH_ZCCHC12	-0.130571452164167	1.5802243033842015e-06
0	RNA_REEP4	-261.3701	1.657359617075171e-06
0	METH_RAP2C	-0.1867612952301107	1.673215070171381e-06
0	METH_IRAK1	-0.3505236870371768	1.7053644639609512e-06
0	METH_MIR718	-0.3505236870371768	1.7053644639609512e-06
0	RNA_AHCYL2	-1054.12035	1.7381070987191713e-06
0	METH_LOC644145	-0.053515050676874454	1.754704143421313e-06
0	METH_MPP1	-0.1226340086196996	1.8054141064230955e-06
0	MIR_hsa-mir-3934	-0.9032919999999998	1.839999927444965e-06
0	METH_LAGE3	-0.4067436184581275	1.8575306972272732e-06
0	METH_GRIPAP1	-0.1872057271837439	1.8752218911413033e-06
0	RNA_ETHE1	-592.5031999999999	1.9292721048483276e-06
0	RNA_GSDMB	-482.53725	1.94761914105855e-06
0	RNA_PXMP2	-82.04939999999999	1.94761914105855e-06
0	RNA_TMEM48	-180.04139999999995	1.9661337332004177e-06
0	METH_TBC1D25	-0.33869765674661534	2.061271629737572e-06
0	METH_AMER1	-0.20544172352094353	2.061271629737572e-06
0	METH_SNORA70	-0.16199436866375602	2.080822687208698e-06
0	RNA_DOCK5	-140.3241	2.1204604941388316e-06
0	RNA_EFNA2	-30.3301	2.1405503539553144e-06
0	RNA_HHLA2	-400.87444999999997	2.1405503539553144e-06
0	METH_IDH3G	-0.265149072606696	2.1405503539553144e-06
0	METH_SSR4	-0.265149072606696	2.1405503539553144e-06
0	RNA_LRRC59	-982.1994500000001	2.160822946313459e-06
0	RNA_KIF13B	-682.2702999999997	2.181279858645031e-06
0	METH_CUL4B	-0.3963637575647362	2.181279858645031e-06
0	RNA_ZBTB7C	-290.9744	2.201922691463343e-06
0	METH_SHROOM4	-0.19150291710088096	2.222753058464578e-06
0	RNA_CDC42EP5	-398.01456404366104	2.2863857014185935e-06
0	RNA_NIPAL1	-62.73825000000002	2.3297753213000816e-06
0	RNA_PPARGC1B	-26.29255	2.35176553220861e-06
0	RNA_ARL14	-76.6346	2.441735753942014e-06
0	RNA_PKN2	-227.70409999999993	2.441735753942014e-06
0	RNA_SLC41A2	-118.80319999999998	2.4647393748232955e-06
0	METH_PRICKLE3	-0.07277750155353557	2.4647393748232955e-06
0	RNA_OXSR1	-227.42374999999993	2.4879509603896154e-06
0	METH_PDK3	-0.3722017951522938	2.5350052187781683e-06
0	RNA_ABCA5	-142.35065	2.5588515250130176e-06
0	METH_XIAP	-0.2018218969637201	2.5829130629843967e-06
0	RNA_SLC25A37	-121.78364999999997	2.607191686721358e-06
0	METH_ZMAT1	-0.1190183476815645	2.631689265388458e-06
0	METH_SLC22A2	-0.010166567361287515	2.681348840545866e-06
0	METH_SYP	-0.264727072503701	2.681348840545866e-06
0	RNA_ATP1B1	-3384.5399000000016	2.706514652090965e-06
0	METH_RENBP	-0.059887234205333484	2.757527977606883e-06
0	RNA_BDH1	-352.7182499999999	2.7833794006183664e-06
0	RNA_SDHA	-894.1009999999997	3.026746254792002e-06
0	METH_RAB33A	-0.23669942638160701	3.026746254792002e-06
0	RNA_PLAC8	-433.56910000000005	3.055014128539028e-06
0	METH_ARAF	-0.2071913034553881	3.055014128539028e-06
0	RNA_CPT2	-196.10924999999997	3.0835351643771265e-06
0	RNA_FDFT1	-1876.7207999999996	3.1413453888225094e-06
0	METH_MAGT1	-0.11663196961767652	3.1413453888225094e-06
0	METH_TSPAN6	-0.06795991516492737	3.17063895452233e-06
0	RNA_SLC6A7	-19.88595	3.321080462094942e-06
0	RNA_UQCRC1	-1400.1377000000002	3.321080462094942e-06
0	RNA_LRRIQ4	-9.78275	3.3519793843688663e-06
0	RNA_KCNK1	-157.94064999999995	3.446339067952934e-06
0	MIR_hsa-mir-206	-0.48398050000000004	3.526912854435011e-06
0	RNA_SGSM3	-374.1884499999999	3.5432429302355445e-06
0	RNA_DNASE1L3	-23.185450000000003	3.592669282147148e-06
0	RNA_F3	-381.14200000000005	3.60929113401926e-06
0	METH_ZNF630	-0.18094959315541503	3.60929113401926e-06
0	RNA_KIAA1244	-283.69724999999994	3.6765188330388677e-06
0	RNA_CDX1	-772.3010999999997	3.7449460919015784e-06
0	RNA_CLCA1	-1408.74995	3.7449460919015784e-06
0	RNA_OXNAD1	-60.32954999999998	3.921396912215344e-06
0	RNA_B3GALT5	-105.5911	3.957630743046778e-06
0	METH_RBMX2	-0.16835680611206003	3.9941853420205e-06
0	RNA_HMGCR	-603.2647999999999	4.0310634142184395e-06
0	METH_GPC3	-0.1835634619882059	4.0310634142184395e-06
0	RNA_FANCD2	-128.8592	4.143665845430752e-06
0	RNA_ACO2	-791.8357000000001	4.18186529508081e-06
0	METH_PLP2	-0.35401765872312607	4.18186529508081e-06
0	RNA_CLCA4	-97.5266	4.201091340133339e-06
